Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
450889,TEXAS INSTITUTE  FOR SURGERY AT PRES,1/1/2021,12/31/2021,9
451366,COCHRAN MEMORIAL HOSPITAL,10/1/2020,9/30/2021,18
454060,LAUREL RIDGE HOSPITAL,1/1/2021,12/31/2021,330
673068,SUGAR LAND REHAB HOSPITAL,1/1/2021,12/29/2021,41
70008,JOHNSON MEMORIAL HOSPITAL  INC.,10/1/2020,9/30/2021,64
100128,TAMPA GENERAL HOSPITAL,10/1/2020,9/30/2021,957
102030,SSH - DAYTONA BEACH,12/1/2020,11/30/2021,34
111313,PUTNAM GENERAL HOSPITAL,10/1/2020,9/30/2021,25
320062,CROWNPOINT INDIAN HOSPITAL,10/1/2020,9/30/2021,18
30117,VALLEY VIEW MEDICAL CENTER,12/1/2020,11/30/2021,84
31319,MT. GRAHAM REGIONAL MEDICAL CENTER,9/28/2021,12/31/2021,25
140124,JOHN H. STROGER JR. HOSP OF COOK CTY,12/1/2020,11/30/2021,423
140300,PROVIDENT HOSPITAL,12/1/2020,11/30/2021,25
180044,PIKEVILLE MEDICAL CENTER,10/1/2020,9/30/2021,347
191315,HARDTNER MEDICAL CENTER,10/1/2020,9/30/2021,35
191323,RICHLAND PARISH HOSPITAL NO. 1 A,10/1/2020,9/30/2021,25
250082,DELTA HEALTH-THE MEDICAL CENTER,10/1/2020,9/30/2021,161
251331,BMH - CALHOUN,10/1/2020,9/30/2021,145
451341,HASKELL MEMORIAL HOSPITAL,10/1/2020,9/30/2021,25
454026,WEST OAKS HOSPITAL,1/1/2021,12/31/2021,160
424006,PALMETTO LOW COUNTRY BHD,1/1/2021,12/31/2021,108
494033,CATAWBA HOSPITAL,3/27/2021,6/30/2021,
220105,WINCHESTER HOSPITAL,10/1/2020,9/30/2021,194
400010,CASTANER HOSPITAL,10/1/2020,9/30/2021,
140084,VISTA MEDICAL CENTER - EAST,12/1/2020,11/30/2021,190
140252,NORTHWEST COMMUNITY HOSPITAL,10/1/2020,9/30/2021,509
171362,CITIZENS MEDICAL CENTER,1/1/2021,12/31/2021,83
114036,ACADIA GREENLEAF HOSPITAL,1/1/2021,12/31/2021,113
220108,BIDMC-MILTON HOSPITAL  INC,10/1/2020,9/30/2021,102
301307,MEMORIAL HOSPITAL,10/1/2020,9/30/2021,25
344028,STRATEGIC BEHAVIORAL HEALTH- RALEIGH,1/1/2021,12/31/2021,116
370222,MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,1/1/2021,12/31/2021,68
452031,PAM SPECIALITY HOSP OF LUFKIN,7/1/2021,11/30/2021,26
100220,GULF COAST MEDICAL CENTER,10/1/2020,9/30/2021,699
190053,JENNINGS AMERICAN LEGION HOSPITAL,12/1/2020,11/30/2021,49
241381,SANFORD THIEF RIVER FALLS,1/1/2021,12/31/2021,25
320061,GALLUP INDIAN MEDICAL CENTER,10/1/2020,9/30/2021,74
450565,PALO PINTO GENERAL HOSPITAL,10/1/2020,9/30/2021,48
640001,LBJ TROPICAL MEDICAL CENTER,10/1/2020,9/30/2021,131
44005,BRIDGEWAY HOSPITAL,1/1/2021,12/31/2021,127
53041,VIBRA REHABILITATION HOSPITAL OF RAN,1/1/2021,12/31/2021,50
224013,THE ARBOUR HOSPITAL,1/1/2021,12/31/2021,136
224021,FULLER MEMORIAL HOSPITAL,1/1/2021,12/31/2021,109
230108,PORTAGE HEALTH SYSTEM,12/1/2020,11/30/2021,96
241334,RIVERS EDGE HOSPITAL AND CLINIC,1/1/2021,12/31/2021,25
250077,WAYNE GENERAL HOSPITAL,10/1/2020,9/30/2021,49
294010,SPRING MOUNTAIN SAHARA,1/1/2021,12/31/2021,30
330410,TERENCE CARDINAL COOKE HEALTH CARE,1/1/2021,12/31/2021,615
380037,PROVIDENCE NEWBERG MEDICAL CENTER,1/1/2021,12/31/2021,60
431309,COMMUNITY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,16
30148,NORTHWEST MEDICAL CENTER SAHUARITA,1/8/2021,9/30/2021,18
200052,NORTHERN MAINE MEDICAL CENTER,10/1/2020,9/30/2021,94
344030,STRATEGIC BEHAVIORAL CENTER LELAND,1/1/2021,12/31/2021,112
404005,SAN JUAN CP HOSPITAL,1/1/2021,12/31/2021,172
444027,CREEKSIDE BEHAVIORAL HEALTH,1/1/2021,12/31/2021,72
454153,CARRUS BEHAVIORAL HEALTH,4/9/2021,12/31/2021,
501307,ODESSA MEMORIAL HOSPITAL,1/1/2021,12/31/2021,37
52047,NORTHERN CALIFORNIA REHAB HOSPITAL,1/1/2021,12/31/2021,88
54087,SIERRA VISTA HOSPITAL,1/1/2021,12/31/2021,171
84002,ROCKFORD,1/1/2021,12/31/2021,148
84004,DOVER BEHAVIORAL HEALTH SYSTEM,1/1/2021,12/31/2021,104
100035,MANATEE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,295
114008,COASTAL HARBOR TREATMENT CENTER,1/1/2021,12/31/2021,175
234030,FOREST VIEW HOSPITAL,1/1/2021,12/31/2021,108
241303,SANFORD HOSPITAL TRACY,1/1/2021,12/31/2021,25
241347,SANFORD HOSPITAL CANBY,1/1/2021,12/31/2021,78
281362,PHELPS MEMORIAL HEALTH CENTER,1/1/2021,12/31/2021,25
310057,MEMORIAL HOSP OF BURLINGTON CTY,1/1/2021,12/31/2021,334
310061,VIRTUA WILLINGBORO HOSPITAL,1/1/2021,12/31/2021,169
313302,WEISMAN CHILDRENS REHAB HOSPITAL,1/1/2021,12/31/2021,18
314021,HAMPTON HOSPITAL,1/1/2021,12/31/2021,120
341325,ASHE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
351329,SANFORD HILLSBORO,1/1/2021,12/31/2021,46
423030,GREENWOOD REGIONAL REHABILITATION HO,1/1/2021,12/31/2021,54
423031,SPARTANBURG REHABILITATION INSTITUTE,1/1/2021,12/31/2021,40
423034,MIDLANDS REGIONAL REHABILITATION HOS,1/1/2021,12/31/2021,40
431328,PIONEER MEMORIAL HOSPITAL AND HEALTH,1/1/2021,12/31/2021,55
454050,GLEN OAKS HOSPITAL,1/1/2021,12/31/2021,54
60114,CENTURA PARKER ADVENTIST HOSPITAL,1/1/2021,12/31/2021,162
440065,NORTHCREST MEDICAL CENTER,7/1/2021,8/31/2021,109
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,1/1/2021,12/31/2021,675
510006,UNITED HOSPITAL CENTER,1/1/2021,12/31/2021,264
510058,CAMDEN-CLARK MEMORIAL HOSPITAL,1/1/2021,12/31/2021,275
20018,YK DELTA REGIONAL HOSPITAL,10/1/2020,9/30/2021,34
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,1/1/2021,12/31/2021,25
111316,WARM SPRINGS MEDICAL CENTER,1/1/2021,12/31/2021,104
190318,ACADIAN MEDICAL CENTER,10/1/2020,9/30/2021,49
194107,BATON ROUGE BEHAVIORAL HOSPITAL,10/1/2020,9/30/2021,47
250151,ALLIANCE HEALTH CENTER,1/1/2021,12/31/2021,214
254005,PARKWOOD HOSPITAL,1/1/2021,12/31/2021,148
431339,COTEAU DES PRAIRIES,1/1/2021,12/31/2021,25
521303,THEDACARE MED CTR - WILD ROSE,1/1/2021,12/31/2021,25
240093,MCHS - SOUTHWEST MINNESOTA REGION,1/1/2021,12/31/2021,161
64024,UHS OF DENVER INC,1/1/2021,12/31/2021,86
100299,LAKEWOOD RANCH MEDICAL CENTER,1/1/2021,12/31/2021,120
220162,DANA-FARBER CANCER INSTITUTE,10/1/2020,9/30/2021,30
240022,SANFORD REGIONAL HOSPITAL WORTHINGTO,1/1/2021,12/31/2021,48
241302,SANFORD MEDICAL CENTER WESTBROOK,1/1/2021,12/31/2021,8
241371,SANFORD HOSPITAL LUVERNE,1/1/2021,12/31/2021,25
290046,SPRING VALLEY HOSPITAL MEDICAL CNTR,1/1/2021,12/31/2021,338
480001,ROY L SCHNEIDER HOSPITAL,10/1/2020,9/30/2021,149
521323,MARSHFIELD MEDICAL CENTER NEILLSVILL,1/1/2021,12/31/2021,25
521334,THEDACARE MEDICAL CENTER - WAUPACA,1/1/2021,12/31/2021,25
521355,THEDACARE-BERLIN,1/1/2021,12/31/2021,62
51315,TRINITY HOSPITAL,1/1/2021,12/31/2021,47
53032,SAN JOAQUIN VALLEY REHAB HOSPITAL,1/1/2021,12/31/2021,62
141320,PARIS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,25
183029,SOUTHERN KENTUCKY REHAB HOSPITAL,1/1/2021,12/31/2021,60
183030,GATEWAY REHAB AT FLORENCE,1/1/2021,12/31/2021,40
230075,BRONSON BATTLE CREEK,1/1/2021,12/31/2021,169
241328,SANFORD BAGLEY MEDICAL CENTER,1/1/2021,12/31/2021,25
294003,WEST HILLS HOSPITAL,11/1/2020,12/19/2021,95
140234,ST. MARGARETS HEALTH - PERU,7/1/2021,9/30/2021,49
150109,FRANCISCAN HEALTH LAFAYETTE,1/1/2021,12/31/2021,199
170196,KANSAS SPINE & SPECIALTY HOSPITAL,1/1/2021,12/31/2021,35
171385,COFFEY COUNTY HOSPITAL,1/1/2021,12/31/2021,91
200001,ST JOSEPH HOSPITAL,1/1/2021,12/31/2021,99
200020,YORK HOSPITAL,1/1/2021,12/31/2021,54
241345,MAYO CLINIC HEALTH SYSTEM - WASECA,1/1/2021,12/31/2021,15
250042,DELTA HEALTH-NORTHWEST REGIONAL,2/1/2021,9/30/2021,181
290057,HENDERSON HOSPITAL,1/1/2021,12/31/2021,200
330182,ST. FRANCIS HOSPITAL,1/1/2021,12/31/2021,364
330218,OSWEGO HOSPITAL,1/1/2021,12/31/2021,164
330246,ST CHARLES HOSPITAL,1/1/2021,12/31/2021,243
330286,GOOD SAMARITAN HOSPITAL,1/1/2021,12/31/2021,437
520076,BEAVER DAM COMMUNITY HOSPITALS,1/1/2021,12/31/2021,163
520102,AURORA LAKELAND MEDICAL CENTER,1/1/2021,12/31/2021,64
140030,ADVOCATE SHERMAN HOSPITAL,1/1/2021,12/31/2021,255
240100,SANFORD BEMIDJI,1/1/2021,12/31/2021,184
240166,MAYO CLINIC HEALTH SYSTEM-FAIRMONT,1/1/2021,12/31/2021,55
241315,SANFORD MEDICAL CENTER JACKSON,1/1/2021,12/31/2021,14
310022,WEST JERSEY HEALTH SYSTEM,1/1/2021,12/31/2021,587
310029,OUR LADY OF LOURDES MED. CTR.,1/1/2021,12/31/2021,336
330013,ALBANY MEDICAL CENTER HOSPITAL,1/1/2021,12/31/2021,789
330157,SAMARITAN MEDICAL CENTER,1/1/2021,12/31/2021,209
330208,ST. JOHNS RIVERSIDE HOSPITAL,1/1/2021,12/31/2021,319
330259,MERCY MEDICAL CENTER,1/1/2021,12/31/2021,375
330332,ST. JOSEPH HOSPITAL,1/1/2021,12/31/2021,203
351312,NORTHWOOD DEACONESS HEALTH CENTER,1/1/2021,12/31/2021,49
370173,CLAREMORE INDIAN HOSPITAL,10/1/2020,9/30/2021,46
404004,FIRST HOSPITAL PANAMERICANO,1/1/2021,12/31/2021,240
452122,EL PASO LTAC HOSPITAL,1/1/2021,12/31/2021,33
454141,PALMS BEHAVIORAL HEALTH,1/1/2021,12/31/2021,94
61343,KEEFE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,11
103038,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,60
143028,VAN MATRE ENCOMPASS HEALTH REHABILIT,1/1/2021,12/31/2021,65
150160,INDIANA ORTHOPAEDIC HOSPITAL LLC,1/1/2021,12/31/2021,38
170186,KANSAS HEART HOSPITAL,1/1/2021,12/31/2021,46
194074,SOLUTIONS MEDICAL CONSULTING  LLC,1/1/2021,12/31/2021,18
200034,ST. MARYS REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,381
203025,NEW ENGLAND REHABILITATION HOSPITAL,1/1/2021,12/31/2021,90
223030,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,53
303027,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,50
313029,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,98
370054,GRADY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,48
451377,REEVES COUNTY HOSPITAL,1/1/2021,12/31/2021,25
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE,1/1/2021,12/31/2021,198
501301,GARFIELD MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
520196,OAK LEAF SURGICAL HOSPITAL LLC,1/1/2021,12/31/2021,13
521330,PRAIRIE DU CHIEN MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
13030,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,51
33028,ENCOMPASS HEALTH REHABILITATION INST,1/1/2021,12/31/2021,80
60125,CENTURA CASTLE ROCK ADVENTIST HOSP,1/1/2021,12/31/2021,53
103032,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,80
103034,SEA PINES REHABILITATION HOSPITAL  A,1/1/2021,12/31/2021,90
103037,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,70
113300,EGLESTON CHILDRENS HOSPITAL AT EMORY,1/1/2021,12/31/2021,330
113301,SCOTTISH RITE CHILDRENS MEDICAL CTR,1/1/2021,12/31/2021,319
221990,CHESTNUT HILL BENEVOLENT ASSOCIATION,1/1/2021,12/31/2021,82
290021,VALLEY HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,297
310118,HUDSON REGIONAL HOSPITAL,1/1/2021,12/31/2021,106
330006,ST. JOSEPHS MEDICAL CENTER,1/1/2021,12/31/2021,255
331310,ELLENVILLE REGIONAL HOSPITAL,1/1/2021,12/31/2021,25
331317,LEWIS COUNTY GENERAL HOSPITAL,1/1/2021,12/31/2021,185
331990,HIGH RIDGE HOUSE,1/1/2021,12/31/2021,30
374017,WILLOW CREST HOSPITAL,1/1/2021,12/31/2021,
441303,THREE RIVERS HOSPITAL,1/1/2021,12/31/2021,25
451990,THE LEAVES,1/1/2021,12/31/2021,34
453059,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,84
454109,UBH EL PASO HOSPITAL,1/1/2021,12/31/2021,166
463025,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,84
491991,LYNN HOUSE OF POTOMAC VALLEY  INC.,1/1/2021,12/31/2021,20
511303,MINNIE HAMILTON HEALTH CARE CENTER,1/1/2021,12/31/2021,49
513026,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,60
513027,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,40
660001,COMMONWEALTH HEALTH CENTER,10/1/2020,9/30/2021,74
111310,ATRIUM HEALTH NAVICENT PEACH,1/1/2021,12/31/2021,25
113029,AHN REHABILITATION HOSPITAL,1/1/2021,12/31/2021,58
114012,RIDGEVIEW INSTITUTE SMYRNA,1/1/2021,12/31/2021,188
114037,RIDGEVIEW INSTITUTE MONROE,1/1/2021,12/31/2021,88
220111,GOOD SAMARITAN MEDICAL CENTER,1/1/2021,12/31/2021,262
220126,STEWARD NORWOOD HOSPITAL,1/1/2021,12/31/2021,
331312,DELAWARE VALLEY HOSPITAL,1/1/2021,12/31/2021,25
420087,ROPER HOSPITAL  INC.,1/1/2021,12/31/2021,332
420104,ROPER ST. FRANCIS MT PLEASANT HOSPIT,1/1/2021,12/31/2021,84
420110,ROPER ST. FRANCIS HOSPITAL-BERKELEY,1/1/2021,12/31/2021,46
441314,LAUDERDALE COMMUNITY HOSPITAL,1/1/2021,12/31/2021,25
490018,AUGUSTA MEDICAL CENTER,1/1/2021,12/31/2021,256
490022,MARY WASHINGTON HOSPITAL,1/1/2021,12/31/2021,431
490140,STAFFORD HOSPITAL,1/1/2021,12/31/2021,90
504009,NAVOS,1/1/2021,12/31/2021,70
510022,CHARLESTON AREA MEDICAL CENTER  INC.,1/1/2021,12/31/2021,855
510091,CHARLESTON SURGICAL HOSPITAL,1/1/2021,12/31/2021,8
513028,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,62
31315,WHITE MOUNTAIN REGIONAL HOSPITAL,1/1/2021,12/31/2021,21
50072,KFH - WALNUT CREEK,1/1/2021,12/31/2021,249
63033,NORTHERN COLORADO REHABILITATION HOS,1/1/2021,12/31/2021,40
100275,WELLINGTON REGL MEDICAL CENTER,1/1/2021,12/31/2021,235
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,438
422007,REGENCY HOSPITAL OF FLORENCE,1/1/2021,12/31/2021,43
443034,BAPTIST MEMORIAL REHAB HOSPITAL,1/1/2021,12/31/2021,53
450780,METHODIST AMBULATORY SURGICAL HOSPIT,1/1/2021,10/31/2021,22
463301,PRIMARY CHILDRENS HOSPITAL,1/1/2021,12/31/2021,287
490043,INOVA LOUDOUN HOSPITAL CENTER,1/1/2021,12/31/2021,311
490075,DANVILLE REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,319
490101,INOVA FAIR OAKS HOSPITAL,1/1/2021,12/31/2021,165
490122,INOVA MOUNT VERNON HOSPITAL,1/1/2021,12/31/2021,237
490144,UVA HEALTH HAYMARKET MEDICAL CENTER,1/1/2021,12/31/2021,44
493027,RIVERSIDE REHABILITATION INSTITUTE,1/1/2021,12/31/2021,50
61302,COLORADO CANYONS HOSPITAL & MED CTR,1/1/2021,12/31/2021,25
112012,COLUMBUS SPECIATLY HOSPITAL,1/1/2021,12/31/2021,24
171333,CLARA BARTON HOSPITAL ASSOCIATION,1/1/2021,12/31/2021,18
171367,GOVE COUNTY MEDICAL CENTER,1/1/2021,12/31/2021,63
171381,MEMORIAL HOSPITAL - ABILENE,1/1/2021,12/31/2021,106
281345,PROVIDENCE MEDICAL CENTER,1/1/2021,12/31/2021,21
362025,SPECIALTY HOSPITAL OF LORAIN,1/1/2021,12/31/2021,24
370041,BRISTOW MEDICAL CENTER,1/1/2021,12/31/2021,49
372023,MUSCOGEE CREEK NATION LONG TERM CARE,10/1/2020,9/30/2021,6
511318,MONTGOMERY GENERAL HOSPITAL,1/1/2021,12/31/2021,69
63035,VIBRA REHABILITATION HOSPITAL OF DEN,1/1/2021,12/31/2021,31
70038,THE CONNECTICUT HOSPICE  INC.,10/1/2020,9/30/2021,52
130073,GROVE CREEK MEDICAL CENTER,1/1/2021,12/31/2021,8
140291,GOOD SHEPHERD HOSPITAL,1/1/2021,12/31/2021,176
150172,PHYSICIANS MEDICAL CENTER,1/1/2021,12/31/2021,10
190270,SOUTHERN SURGICAL HOSPITAL,1/1/2021,12/31/2021,37
194105,APOLLO BEHAVIORAL HEALTH HOSPITAL,1/1/2021,12/31/2021,24
251306,PERRY COUNTY GENERAL HOSPITAL,1/1/2021,12/31/2021,22
251313,BAPTIST MEDICAL CENTER - YAZOO,10/1/2020,9/30/2021,25
290054,CENTENNIAL HILLS HOSPITAL,1/1/2021,12/31/2021,309
313032,MARLTON REHAB HOSPITAL,1/1/2021,12/31/2021,61
340049,NORTH CAROLINA SPECIALTY HOSPITAL,1/1/2021,12/31/2021,18
361313,MORROW COUNTY HOSPITAL,1/1/2021,12/31/2021,23
361333,FULTON COUNTY HEALTH CENTER,1/1/2021,12/31/2021,106
363033,THE REHABILITATION INSTITUTE OF OHIO,1/1/2021,12/31/2021,60
380038,PROVIDENCE WILLAMETTE FALLS MED CTR,1/1/2021,12/31/2021,109
490019,CULPEPER MEMORIAL HOSPITAL,1/1/2021,12/31/2021,70
490063,INOVA FAIRFAX HOSPITAL,1/1/2021,12/31/2021,897
500026,SWEDISH EDMONDS,1/1/2021,12/31/2021,188
501315,SKYLINE HOSPITAL,1/1/2021,12/31/2021,14
34023,THE GUIDANCE CENTER  INC.,10/1/2020,9/30/2021,16
140143,ST. MARGARETS HEALTH - SPRING VALLEY,10/1/2020,9/30/2021,44
141305,MEMORIAL HOSPITAL ASSOCIATION,1/1/2021,12/31/2021,18
240106,REGIONS HOSPITAL,1/1/2021,12/31/2021,485
241316,NORTHERN ITASCA HOSPITAL DISTRICT,1/1/2021,12/31/2021,60
241329,LAKEWOOD HEALTH SYSTEM,1/1/2021,12/31/2021,135
243302,CHILDRENS HEALTH CARE,1/1/2021,12/31/2021,396
323032,REHABILITATION HOSPITAL OF SOUTHERN,1/1/2021,12/31/2021,40
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTE,1/1/2021,12/31/2021,133
330221,WYCKOFF HEIGHTS MEDICAL CENTER,1/1/2021,12/31/2021,240
330223,MASSENA MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
330276,NATHAN LITTAUER HOSPITAL & NURSING H,1/1/2021,12/31/2021,142
331309,RIVER HOSPITAL,1/1/2021,12/31/2021,24
331319,MEDINA MEMORIAL HOSPITAL,1/1/2021,12/31/2021,55
450871,ARISE AUSTIN MEDICAL CENTER,1/1/2021,12/31/2021,21
453048,PAM SQUARED AT BEAUMONT,1/1/2021,12/31/2021,61
454018,RED RIVER HOSPITAL,1/1/2021,12/31/2021,96
454126,DALLAS BEHAVIORAL HEALTHCARE,1/1/2021,12/31/2021,116
454129,GEORGETOWN BEHAVIORAL HEALTH,1/1/2021,12/31/2021,118
460057,PARK CITY HOSPITAL,1/1/2021,12/31/2021,37
500002,PROV ST MARY MEDICAL CENTER,1/1/2021,12/31/2021,104
501338,SNOQUALMIE VALLEY HOSPITAL,1/1/2021,12/31/2021,28
520205,MOSH,1/1/2021,12/31/2021,16
521333,BLACK RIVER MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
670006,THE HOSPITAL AT WESTLAKE MEDICAL CTR,1/1/2021,12/31/2021,23
673025,POST ACUTE MEDICAL AT ALLEN,1/1/2021,12/31/2021,56
673069,PAM REHAB HOSP OF ROUND ROCK,1/1/2021,12/31/2021,40
43032,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,80
44022,CONWAY BEHAVIORAL HEALTH,1/1/2021,12/31/2021,80
61310,SEDGWICK COUNTY HEALTH CENTER,1/1/2021,12/31/2021,41
61322,HEART OF THE ROCKIES REG MED CENTER,1/1/2021,12/31/2021,25
63030,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,62
90001,GEORGE WASHINGTON UNIV HOSPITAL,1/1/2021,12/31/2021,375
103044,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,80
154051,WELLSTONE,1/1/2021,12/31/2021,100
171368,MINNEOLA DISTRICT HOSPITAL,1/1/2021,12/31/2021,50
193099,OCHSNER REHABILITATION HOSPITAL,1/1/2021,12/31/2021,56
241333,MAYO CLINIC HEALTH SYS - ST. JAMES,1/1/2021,12/31/2021,25
252005,SSH - GULF COAST,1/1/2021,12/31/2021,45
290032,NORTHERN NEVADA MEDICAL CENTER,1/1/2021,12/31/2021,124
294015,RENO BEHAVIORAL HEALTHCARE HOSPITAL,1/1/2021,12/31/2021,124
310002,NEWARK BETH ISRAEL MEDICAL CENTER,1/1/2021,12/31/2021,470
310074,JERSEY CITY MEDICAL CENTER,1/1/2021,12/31/2021,340
310076,COOPERMAN BARNABAS MEDICAL CENTER,1/1/2021,12/31/2021,544
314020,ESSEX COUNTY HOSPITAL CENTER,1/1/2021,12/31/2021,180
314024,MEADOWVIEW PSYCHIATRIC HOSPITAL,1/1/2021,12/31/2021,84
324012,THE PEAK HOSPITAL,1/1/2021,12/31/2021,119
370228,BAILEY MEDICAL CENTER,1/1/2021,12/31/2021,73
420082,AIKEN REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,273
451361,PREFERRED HOSPITAL LEASING HEMPHILL,1/1/2021,12/31/2021,25
453047,ENCOMPASS HEALTH REHABILITATION HOSP,1/1/2021,12/31/2021,83
520193,AURORA BAYCARE MEDICAL CENTER,1/1/2021,12/31/2021,169
521315,MCHS NORTHLAND,1/1/2021,12/31/2021,25
670010,MAYHILL HOSPITAL,1/1/2021,12/31/2021,59
673056,WARM SPRINGS REHAB VICTORIA,1/1/2021,12/31/2021,26
10144,SPRINGHILL MEMORIAL HOSPITAL,1/1/2021,12/31/2021,200
20012,FAIRBANKS MEMORIAL,1/1/2021,12/31/2021,212
50078,PROVIDENCE LTTL CO MARY MC SAN PEDRO,1/1/2021,12/31/2021,356
180051,JENNIE STUART MEDICAL CENTER,1/1/2021,12/31/2021,135
220017,STEWARD CARNEY HOSPITAL  INC,1/1/2021,12/31/2021,122
220020,STEWARD ST. ANNES HOSPITAL,1/1/2021,12/31/2021,206
220036,STEWARD ST. ELIZABETHS MEDICAL CTR,1/1/2021,12/31/2021,302
220080,STEWARD HOLY FAMILY HOSPITAL,1/1/2021,12/31/2021,310
241363,STEVENS COMMUNITY MEDICAL CENTER,1/1/2021,12/31/2021,25
330222,SARATOGA HOSPITAL,1/1/2021,12/31/2021,171
361308,UH CONNEAUT MEDICAL CENTER,1/1/2021,12/31/2021,25
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,25
363039,UNIVERSITY HOSPITALS AVON REHAB HOSP,1/1/2021,12/31/2021,50
363044,REUNION REHABILITATION HOSPITAL DUBL,3/5/2021,12/31/2021,40
514008,RIVER PARK HOSPITAL,1/1/2021,12/31/2021,187
520100,BELOIT MEMORIAL HOSPITAL  INC.,1/1/2021,12/31/2021,97
520208,ST. MARYS JANESVILLE HOSPITAL,1/1/2021,12/31/2021,50
131316,BEAR LAKE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,89
131325,BINGHAM MEMORIAL HOSPITAL,1/1/2021,12/31/2021,88
140013,PROCTOR HOSPITAL,1/1/2021,12/31/2021,153
140120,PEKIN MEMORIAL HOSPITAL,1/1/2021,12/31/2021,45
140209,METHODIST MEDICAL CTR OF ILLINOIS,1/1/2021,12/31/2021,285
220073,MORTON HOSPITAL,1/1/2021,12/31/2021,116
300011,ST. JOSEPH HOSPITAL,1/1/2021,12/31/2021,208
330044,FAXTON-ST. LUKES HEALTHCARE,1/1/2021,12/31/2021,288
330191,GLENS FALLS HOSPITAL,1/1/2021,12/31/2021,391
330205,ST ANTHONYS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,60
330399,SBH HEALTH SYSTEM,1/1/2021,12/31/2021,332
330401,ST. CATHERINE OF SIENA MEDICAL CENTE,1/1/2021,12/31/2021,536
331316,COMMUNITY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
350011,SANFORD MEDICAL CENTER - FARGO,1/1/2021,12/31/2021,554
430091,BLACK HILLS SURGICAL HOSPITAL LLP,1/1/2021,12/31/2021,26
431301,FAULKTON AREA MEDICAL CENTER,1/1/2021,12/31/2021,12
431307,SANFORD MEDICAL CENTER CLEAR LAKE,1/1/2021,12/31/2021,10
431311,SANFORD HOSPITAL WEBSTER,1/1/2021,12/31/2021,25
431316,COMMUNITY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,23
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,1/1/2021,12/31/2021,69
431333,SANFORD MEDICAL CENTER CANTON,1/1/2021,12/31/2021,11
431336,SANFORD MEDICAL CENTER VERMILLION,1/1/2021,12/31/2021,25
460004,MCKAY-DEE HOSPITAL,1/1/2021,12/31/2021,307
460043,OREM COMMUNITY HOSPITAL,1/1/2021,12/31/2021,21
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,1/1/2021,12/31/2021,40
460062,SPANISH FORK HOSPITAL,6/11/2021,12/31/2021,16
461307,HEBER VALLEY HOSPITAL,1/1/2021,12/31/2021,19
463027,NORTHERN UTAH REHABILITATION HOSPITA,1/1/2021,12/31/2021,40
520004,MCHS FRANCISCAN HEALTHCARE  INC,1/1/2021,12/31/2021,107
